"Currency","PriceTimeStamp","Price"
"DOGE","1592956800000","0.0024193"
"DOGE","1593043200000","0.0024081"
"DOGE","1593129600000","0.0023593"
"DOGE","1593216000000","0.0023045"
"DOGE","1593302400000","0.0023142"
"DOGE","1593388800000","0.0023077"
"DOGE","1593475200000","0.0023185"
"DOGE","1593561600000","0.0023203"
"DOGE","1593648000000","0.002322"
"DOGE","1593734400000","0.0023139"
"DOGE","1593820800000","0.0023012"
"DOGE","1593907200000","0.0023029"
"DOGE","1593993600000","0.0026193"
"DOGE","1594080000000","0.003136"
"DOGE","1594166400000","0.0047657"
"DOGE","1594252800000","0.0043214"
"DOGE","1594339200000","0.0035313"
"DOGE","1594425600000","0.0038041"
"DOGE","1594512000000","0.0036358"
"DOGE","1594598400000","0.0031677"
"DOGE","1594684800000","0.0032888"
"DOGE","1594771200000","0.0030868"
"DOGE","1594857600000","0.0029808"
"DOGE","1594944000000","0.0030528"
"DOGE","1595030400000","0.003449"
"DOGE","1595116800000","0.0033811"
"DOGE","1595203200000","0.0032201"
"DOGE","1595289600000","0.0032979"
"DOGE","1595376000000","0.0032868"
"DOGE","1595462400000","0.0032997"
"DOGE","1595548800000","0.0032113"
"DOGE","1595635200000","0.0032475"
"DOGE","1595808000000","0.0031694"
"DOGE","1595980800000","0.0031663"
"DOGE","1596067200000","0.0032281"
"DOGE","1596153600000","0.003224"
"DOGE","1596240000000","0.0037144"
"DOGE","1596326400000","0.0033312"
"DOGE","1596412800000","0.0033818"
"DOGE","1596499200000","0.0035458"
"DOGE","1596585600000","0.0035028"
"DOGE","1596672000000","0.00356"
"DOGE","1596758400000","0.003496"
"DOGE","1596844800000","0.0035134"
"DOGE","1596931200000","0.0034664"
"DOGE","1597017600000","0.0034952"
"DOGE","1597104000000","0.0033906"
"DOGE","1597190400000","0.0034606"
"DOGE","1597276800000","0.0034877"
"DOGE","1597363200000","0.0035731"
"DOGE","1597449600000","0.0035328"
"DOGE","1597536000000","0.0035302"
"DOGE","1597622400000","0.0035877"
"DOGE","1597708800000","0.003476"
"DOGE","1597795200000","0.0034196"
"DOGE","1597881600000","0.0034399"
"DOGE","1597968000000","0.0033776"
"DOGE","1598054400000","0.0034331"
"DOGE","1598140800000","0.0033955"
"DOGE","1598227200000","0.0034116"
"DOGE","1598313600000","0.0032907"
"DOGE","1598400000000","0.0032939"
"DOGE","1598486400000","0.0031997"
"DOGE","1598572800000","0.0032637"
"DOGE","1598659200000","0.0032749"
"DOGE","1598745600000","0.0032981"
"DOGE","1598832000000","0.0032073"
"DOGE","1598918400000","0.0032411"
"DOGE","1599004800000","0.0031161"
"DOGE","1599091200000","0.0027692"
"DOGE","1599177600000","0.0028797"
"DOGE","1599264000000","0.002764"
"DOGE","1599350400000","0.0027859"
"DOGE","1599436800000","0.0028151"
"DOGE","1599523200000","0.002747"
"DOGE","1599609600000","0.002779"
"DOGE","1599696000000","0.0028077"
"DOGE","1599782400000","0.0027956"
"DOGE","1599868800000","0.0028141"
"DOGE","1599955200000","0.002783"
"DOGE","1600041600000","0.0027851"
"DOGE","1600128000000","0.0028278"
"DOGE","1600214400000","0.0028053"
"DOGE","1600300800000","0.0028078"
"DOGE","1600387200000","0.0027892"
"DOGE","1600473600000","0.0027901"
"DOGE","1600560000000","0.0027729"
"DOGE","1600646400000","0.0025972"
"DOGE","1600732800000","0.0026432"
"DOGE","1600819200000","0.0025444"
"DOGE","1600905600000","0.0026297"
"DOGE","1600992000000","0.0027015"
"DOGE","1601078400000","0.0026972"
"DOGE","1601164800000","0.0026954"
"DOGE","1601251200000","0.0026504"
"DOGE","1601337600000","0.0026727"
"DOGE","1601424000000","0.002635"
"DOGE","1601510400000","0.0026246"
"DOGE","1601596800000","0.0025902"
"DOGE","1601683200000","0.0025955"
"DOGE","1601769600000","0.002633"
"DOGE","1601856000000","0.0026182"
"DOGE","1601942400000","0.002597"
"DOGE","1602028800000","0.0025895"
"DOGE","1602115200000","0.0026098"
