"Currency","PriceTimeStamp","Price"
"DOT","1597708800000","3.1"
"DOT","1597795200000","2.95"
"DOT","1597881600000","2.9"
"DOT","1597968000000","2.833"
"DOT","1598054400000","4.4546"
"DOT","1598140800000","3.9779"
"DOT","1598227200000","4.5759"
"DOT","1598400000000","6.0708"
"DOT","1598486400000","5.6547"
"DOT","1598572800000","6.1812"
"DOT","1598659200000","6.1333"
"DOT","1598745600000","5.8912"
"DOT","1598832000000","6.2718"
"DOT","1598918400000","6.239"
"DOT","1599004800000","6.1374"
"DOT","1599091200000","5.6743"
"DOT","1599177600000","5.1019"
"DOT","1599264000000","4.1456"
"DOT","1599350400000","4.784"
"DOT","1599436800000","4.5944"
"DOT","1599523200000","4.2787"
"DOT","1599609600000","4.7003"
"DOT","1599696000000","4.5796"
"DOT","1599782400000","4.6498"
"DOT","1599868800000","5.1385"
"DOT","1599955200000","5.3213"
"DOT","1600041600000","5.3555"
"DOT","1600128000000","5.0535"
"DOT","1600214400000","5.0712"
"DOT","1600300800000","5.3354"
"DOT","1600387200000","5.2616"
"DOT","1601337600000","4.4969"
"DOT","1601424000000","4.3458"
"DOT","1601510400000","4.3468"
"DOT","1601596800000","4.1282"
"DOT","1601683200000","4.0607"
"DOT","1601769600000","4.177"
"DOT","1601856000000","4.1621"
"DOT","1601942400000","3.7465"
"DOT","1602028800000","3.8517"
"DOT","1602115200000","4.1163"
"DOT","1602201600000","4.2541"
"DOT","1602288000000","4.2606"
"DOT","1602374400000","4.245"
"DOT","1602460800000","4.3075"
"DOT","1602547200000","4.2473"
"DOT","1602633600000","4.1829"
"DOT","1602720000000","4.099"
"DOT","1602806400000","3.9106"
"DOT","1602892800000","3.9663"
"DOT","1602979200000","4.1068"
"DOT","1603065600000","3.986"
"DOT","1603152000000","3.9034"
"DOT","1603238400000","4.1352"
"DOT","1603324800000","4.2683"
"DOT","1603411200000","4.2633"
"DOT","1603497600000","4.3536"
"DOT","1603584000000","4.331"
"DOT","1603670400000","4.7031"
"DOT","1603756800000","4.6721"
"DOT","1603843200000","4.357"
"DOT","1603929600000","4.0605"
"DOT","1604016000000","4.0845"
"DOT","1604102400000","4.1854"
"DOT","1604188800000","4.2211"
"DOT","1604275200000","4.0316"
"DOT","1604361600000","4.0362"
"DOT","1604448000000","4.0969"
"DOT","1604534400000","4.2229"
"DOT","1604620800000","4.5826"
"DOT","1604707200000","4.2341"
"DOT","1604793600000","4.3736"
"DOT","1604880000000","4.3463"
"DOT","1604966400000","4.4231"
"DOT","1605052800000","4.4461"
"DOT","1605139200000","4.4042"
"DOT","1605225600000","4.5425"
"DOT","1605312000000","4.4637"
"DOT","1605398400000","4.3664"
"DOT","1605484800000","4.4983"
"DOT","1605571200000","4.8569"
"DOT","1605657600000","4.6797"
"DOT","1605744000000","4.7567"
"DOT","1605830400000","5.23"
"DOT","1605916800000","5.7824"
"DOT","1606003200000","5.524"
"DOT","1606089600000","5.9093"
"DOT","1606176000000","5.7334"
"DOT","1606262400000","5.3018"
"DOT","1606348800000","4.809"
"DOT","1606435200000","4.8151"
"DOT","1606521600000","4.8939"
"DOT","1606608000000","5.192"
"DOT","1606694400000","5.3767"
"DOT","1606780800000","5.0806"
"DOT","1606867200000","5.4645"
"DOT","1606953600000","5.3997"
"DOT","1607040000000","5"
"DOT","1607126400000","5.1806"
"DOT","1607212800000","5.1268"
"DOT","1607299200000","5.0569"
"DOT","1607385600000","4.7399"
"DOT","1607472000000","4.8728"
"DOT","1607558400000","4.8003"
"DOT","1607644800000","4.612"
"DOT","1607731200000","4.7385"
"DOT","1607817600000","4.8957"
"DOT","1607904000000","4.8969"
"DOT","1607990400000","5.2391"
"DOT","1608076800000","5.3647"
"DOT","1608163200000","5.3455"
"DOT","1608249600000","5.3549"
"DOT","1608336000000","5.3358"
"DOT","1608422400000","5.1868"
"DOT","1608508800000","4.8702"
"DOT","1608595200000","5.155"
"DOT","1608681600000","4.7149"
"DOT","1608768000000","5.1116"
"DOT","1608854400000","5.2099"
"DOT","1608940800000","5.1924"
"DOT","1609027200000","5.1455"
"DOT","1609113600000","6.5982"
"DOT","1609200000000","7.5402"
"DOT","1609286400000","7.2282"
"DOT","1609372800000","9.2619"
"DOT","1609459200000","8.2776"
"DOT","1609545600000","9.2037"
"DOT","1609632000000","10.1307"
"DOT","1609718400000","9.5126"
"DOT","1609804800000","9.7084"
"DOT","1609891200000","10.0679"
"DOT","1610496000000","10.9486"
"DOT","1610582400000","14.4867"
"DOT","1610668800000","13.1679"
"DOT","1610755200000","17.9893"
"DOT","1610841600000","17.0832"
"DOT","1610928000000","16.5898"
"DOT","1611014400000","16.3933"
"DOT","1611100800000","17.9808"
"DOT","1611187200000","15.9818"
"DOT","1611619200000","17.1013"
"DOT","1611705600000","15.43"
"DOT","1611792000000","16.8643"
"DOT","1611878400000","16.7968"
"DOT","1611964800000","16.5349"
"DOT","1612051200000","16.1128"
"DOT","1612137600000","16.4385"
"DOT","1612224000000","17.1765"
"DOT","1612310400000","20.8538"
"DOT","1612396800000","19.6677"
"DOT","1612483200000","20.84"
"DOT","1612569600000","20.3734"
"DOT","1612656000000","19.7345"
"DOT","1612742400000","22.9853"
"DOT","1612828800000","23.0846"
"DOT","1612915200000","23.5821"
"DOT","1613001600000","25.0224"
"DOT","1613088000000","28.6555"
